Frame Number,Time Stamp (ms),Buffer Index
1371,46011,0
1372,46043,0
1373,46077,0
1374,46111,0
1375,46144,0
1376,46179,0
1377,46211,0
1378,46246,0
1379,46279,0
1380,46313,0
1381,46346,0
1382,46379,0
1383,46412,0
1384,46446,0
1385,46480,0
1386,46514,0
1387,46546,0
1388,46581,0
1389,46614,0
1390,46647,0
1391,46681,0
1392,46713,0
1393,46748,0
1394,46781,0
1395,46814,0
1396,46849,0
1397,46882,0
1398,46916,0
1399,46950,0
1400,46982,0
1401,47016,0
1402,47050,0
1403,47083,0
1404,47116,0
1405,47150,0
1406,47184,0
1407,47217,0
1408,47250,0
1409,47285,0
1410,47319,0
1411,47351,0
1412,47386,0
1413,47418,0
1414,47452,0
1415,47487,0
1416,47520,0
1417,47553,0
1418,47586,0
1419,47621,0
1420,47654,0
1421,47688,0
1422,47721,0
1423,47754,0
1424,47789,0
1425,47823,0
1426,47856,0
1427,47891,0
1428,47924,0
1429,47956,0
1430,47992,0
1431,48023,0
1432,48058,0
1433,48092,0
1434,48125,0
1435,48158,0
1436,48192,0
1437,48226,0
1438,48260,0
1439,48293,0
1440,48327,0
1441,48360,0
1442,48393,0
1443,48428,0
1444,48461,0
1445,48495,0
1446,48529,0
1447,48561,0
1448,48595,0
1449,48628,0
1450,48662,0
1451,48695,0
1452,48729,0
1453,48763,0
1454,48796,0
1455,48829,0
1456,48864,0
1457,48897,0
1458,48930,0
1459,48964,0
1460,48997,0
1461,49031,0
1462,49064,0
1463,49097,0
1464,49132,0
1465,49164,0
1466,49198,0
1467,49233,0
1468,49266,0
1469,49298,0
1470,49332,0
1471,49367,0
1472,49399,0
1473,49434,0
1474,49468,0
1475,49500,0
1476,49534,0
1477,49569,0
1478,49601,0
1479,49634,0
1480,49668,0
1481,49701,0
1482,49735,0
1483,49769,0
1484,49804,0
1485,49836,0
1486,49869,0
1487,49905,0
1488,49937,0
1489,49970,0
1490,50005,0
1491,50038,0
1492,50074,0
1493,50105,0
1494,50139,0
1495,50173,0
1496,50206,0
1497,50240,0
1498,50274,0
1499,50308,0
1500,50340,0
1501,50374,0
1502,50409,0
1503,50441,0
1504,50475,0
1505,50509,0
1506,50542,0
1507,50576,0
1508,50609,0
1509,50642,0
1510,50677,0
1511,50710,0
1512,50744,0
1513,50776,0
1514,50812,0
1515,50846,0
1516,50878,0
1517,50912,0
1518,50945,0
1519,50979,0
1520,51013,0
1521,51045,0
1522,51079,0
1523,51113,0
1524,51146,0
1525,51179,0
1526,51213,0
1527,51247,0
1528,51280,0
1529,51314,0
1530,51348,0
1531,51380,0
1532,51414,0
1533,51448,0
1534,51482,0
1535,51515,0
1536,51548,0
1537,51582,0
1538,51616,0
1539,51650,0
1540,51682,0
1541,51715,0
1542,51750,0
1543,51784,0
1544,51816,0
1545,51850,0
1546,51884,0
1547,51917,0
1548,51951,0
1549,51986,0
1550,52018,0
1551,52053,0
1552,52087,0
1553,52119,0
1554,52154,0
1555,52187,0
1556,52220,0
1557,52254,0
1558,52288,0
1559,52320,0
1560,52355,0
1561,52388,0
1562,52421,0
1563,52456,0
1564,52490,0
1565,52522,0
1566,52557,0
1567,52590,0
1568,52623,0
1569,52657,0
1570,52692,0
1571,52725,0
1572,52757,0
1573,52792,0
1574,52825,0
1575,52859,0
1576,52894,0
1577,52925,0
1578,52960,0
1579,52994,0
1580,53027,0
1581,53061,0
1582,53094,0
1583,53128,0
1584,53161,0
1585,53195,0
1586,53229,0
1587,53262,0
1588,53295,0
1589,53329,0
1590,53360,0
1591,53395,0
1592,53430,0
1593,53462,0
1594,53496,0
1595,53529,0
1596,53563,0
1597,53596,0
1598,53630,0
1599,53664,0
1600,53697,0
1601,53731,0
1602,53764,0
1603,53798,0
1604,53832,0
1605,53864,0
1606,53898,0
1607,53933,0
1608,53965,0
1609,53999,0
1610,54033,0
1611,54066,0
1612,54100,0
1613,54133,0
1614,54168,0
1615,54201,0
1616,54234,0
1617,54268,0
1618,54301,0
1619,54335,0
1620,54369,0
1621,54402,0
1622,54437,0
1623,54470,0
1624,54503,0
1625,54538,0
1626,54571,0
1627,54604,0
1628,54640,0
1629,54671,0
1630,54705,0
1631,54738,0
1632,54772,0
1633,54807,0
1634,54839,0
1635,54874,0
1636,54907,0
1637,54939,0
1638,54975,0
1639,55007,0
1640,55041,0
1641,55074,0
1642,55107,0
1643,55143,0
1644,55174,0
1645,55209,0
1646,55242,0
1647,55276,0
1648,55310,0
1649,55343,0
1650,55376,0
1651,55411,0
1652,55445,0
1653,55477,0
1654,55511,0
1655,55544,0
1656,55578,0
1657,55611,0
1658,55646,0
1659,55678,0
1660,55713,0
1661,55745,0
1662,55779,0
1663,55813,0
1664,55845,0
1665,55879,0
1666,55914,0
1667,55946,0
1668,55980,0
1669,56014,0
1670,56048,0
1671,56081,0
1672,56114,0
1673,56148,0
1674,56182,0
1675,56216,0
1676,56249,0
1677,56282,0
1678,56316,0
1679,56350,0
1680,56382,0
1681,56416,0
1682,56450,0
1683,56484,0
1684,56518,0
1685,56552,0
1686,56584,0
1687,56619,0
1688,56652,0
1689,56685,0
1690,56720,0
1691,56752,0
1692,56786,0
1693,56821,0
1694,56853,0
1695,56886,0
1696,56920,0
1697,56955,0
1698,56988,0
1699,57020,0
1700,57055,0
1701,57088,0
1702,57122,0
1703,57156,0
1704,57189,0
1705,57223,0
1706,57256,0
1707,57292,0
1708,57324,0
1709,57357,0
1710,57392,0
1711,57425,0
1712,57458,0
1713,57492,0
1714,57526,0
1715,57559,0
1716,57592,0
1717,57627,0
1718,57660,0
1719,57694,0
1720,57728,0
1721,57760,0
1722,57794,0
1723,57828,0
1724,57861,0
1725,57895,0
1726,57927,0
1727,57962,0
1728,57995,0
1729,58029,0
1730,58063,0
1731,58095,0
1732,58130,0
1733,58163,0
1734,58197,0
1735,58230,0
1736,58262,0
1737,58297,0
1738,58330,0
1739,58364,0
1740,58397,0
1741,58431,0
1742,58464,0
1743,58497,0
1744,58532,0
1745,58565,0
1746,58599,0
1747,58633,0
1748,58666,0
1749,58700,0
1750,58733,0
1751,58767,0
1752,58800,0
1753,58834,0
1754,58867,0
1755,58902,0
1756,58935,0
1757,58968,0
1758,59003,0
1759,59035,0
1760,59069,0
1761,59102,0
1762,59138,0
1763,59170,0
1764,59203,0
1765,59237,0
1766,59271,0
1767,59304,0
1768,59338,0
1769,59372,0
1770,59406,0
1771,59439,0
1772,59472,0
1773,59505,0
1774,59541,0
1775,59573,0
1776,59606,0
1777,59641,0
1778,59675,0
1779,59708,0
1780,59741,0
1781,59776,0
1782,59808,0
1783,59842,0
1784,59876,0
1785,59909,0
1786,59943,0
1787,59977,0
1788,60010,0
1789,60044,0
1790,60077,0
1791,60111,0
1792,60144,0
1793,60178,0
1794,60211,0
1795,60244,0
1796,60278,0
1797,60311,0
1798,60345,0
1799,60379,0
1800,60412,0
1801,60445,0
1802,60479,0
1803,60513,0
1804,60546,0
1805,60579,0
1806,60614,0
1807,60647,0
1808,60679,0
1809,60715,0
1810,60747,0
1811,60781,0
1812,60815,0
1813,60847,0
1814,60883,0
1815,60916,0
1816,60949,0
1817,60983,0
1818,61016,0
1819,61050,0
1820,61084,0
1821,61117,0
1822,61151,0
1823,61184,0
1824,61218,0
1825,61251,0
1826,61285,0
1827,61319,0
1828,61353,0
1829,61385,0
1830,61420,0
1831,61452,0
1832,61487,0
1833,61521,0
1834,61553,0
1835,61587,0
1836,61622,0
1837,61655,0
1838,61688,0
1839,61721,0
1840,61756,0
1841,61790,0
1842,61822,0
1843,61857,0
1844,61889,0
1845,61924,0
1846,61958,0
1847,61991,0
1848,62025,0
1849,62058,0
1850,62092,0
1851,62125,0
1852,62159,0
1853,62192,0
1854,62226,0
1855,62259,0
1856,62293,0
1857,62327,0
1858,62361,0
1859,62393,0
1860,62427,0
1861,62461,0
1862,62494,0
1863,62528,0
1864,62561,0
1865,62595,0
1866,62628,0
1867,62661,0
1868,62695,0
1869,62728,0
1870,62761,0
1871,62796,0
