Frame Number,Time Stamp (ms),Buffer Index
189,10389,0
190,10445,0
191,10498,0
192,10554,0
193,10609,0
194,10664,0
195,10720,0
196,10774,0
197,10830,0
198,10884,0
199,10939,0
200,10995,0
201,11049,0
202,11104,0
203,11159,0
204,11215,0
205,11269,0
206,11324,0
207,11380,0
208,11434,0
209,11489,0
210,11545,0
211,11599,0
212,11654,0
213,11710,0
214,11764,0
215,11819,0
216,11874,0
217,11930,0
218,11985,0
219,12039,0
220,12096,0
221,12150,0
222,12205,0
223,12261,0
224,12315,0
225,12370,0
226,12425,0
227,12481,0
228,12535,0
229,12590,0
230,12646,0
231,12700,0
232,12755,0
233,12811,0
234,12865,0
235,12920,0
236,12975,0
237,13030,0
238,13085,0
239,13140,0
240,13196,0
241,13250,0
242,13306,0
243,13362,0
244,13416,0
245,13471,0
246,13526,0
247,13581,0
248,13635,0
249,13691,0
250,13746,0
251,13801,0
252,13856,0
253,13913,0
254,13966,0
255,14020,0
256,14076,0
257,14131,0
258,14186,0
259,14241,0
260,14298,0
261,14351,0
262,14406,0
263,14462,0
264,14516,0
265,14571,0
266,14627,0
267,14682,0
268,14736,0
269,14791,0
270,14847,0
271,14901,0
272,14956,0
273,15012,0
274,15066,0
275,15123,0
276,15177,0
277,15231,0
278,15287,0
279,15342,0
280,15397,0
281,15452,0
282,15507,0
283,15563,0
284,15617,0
285,15672,0
286,15729,0
287,15782,0
288,15836,0
289,15894,0
290,15948,0
291,16001,0
292,16058,0
293,16114,0
294,16167,0
295,16222,0
296,16278,0
297,16332,0
298,16388,0
299,16443,0
300,16498,0
301,16553,0
302,16608,0
303,16664,0
304,16717,0
305,16772,0
306,16828,0
307,16883,0
308,16938,0
309,16994,0
310,17048,0
311,17103,0
312,17158,0
313,17213,0
314,17268,0
315,17322,0
316,17380,0
317,17434,0
318,17488,0
319,17544,0
320,17598,0
321,17653,0
322,17708,0
323,17763,0
324,17819,0
325,17873,0
326,17930,0
327,17983,0
328,18038,0
329,18095,0
330,18148,0
331,18204,0
332,18259,0
333,18314,0
334,18369,0
335,18423,0
336,18480,0
337,18533,0
338,18588,0
339,18646,0
340,18699,0
341,18753,0
342,18810,0
343,18863,0
344,18919,0
345,18974,0
346,19030,0
347,19084,0
348,19139,0
349,19195,0
350,19249,0
351,19304,0
352,19360,0
353,19415,0
354,19469,0
355,19524,0
356,19579,0
357,19635,0
358,19689,0
359,19746,0
360,19799,0
361,19854,0
362,19910,0
363,19964,0
364,20020,0
365,20074,0
366,20132,0
367,20185,0
368,20240,0
369,20296,0
370,20349,0
371,20405,0
372,20460,0
373,20515,0
374,20570,0
375,20625,0
376,20681,0
377,20735,0
378,20790,0
379,20846,0
380,20900,0
381,20955,0
382,21012,0
383,21065,0
384,21120,0
385,21176,0
386,21231,0
387,21285,0
388,21340,0
389,21396,0
390,21451,0
391,21505,0
392,21561,0
393,21616,0
394,21670,0
395,21727,0
396,21781,0
397,21836,0
398,21891,0
399,21946,0
400,22001,0
401,22056,0
402,22112,0
403,22166,0
404,22220,0
405,22278,0
406,22331,0
407,22386,0
408,22441,0
409,22496,0
410,22551,0
411,22607,0
412,22663,0
413,22717,0
414,22771,0
415,22828,0
416,22881,0
417,22936,0
418,22992,0
419,23046,0
420,23101,0
421,23157,0
422,23212,0
423,23266,0
424,23322,0
425,23378,0
426,23431,0
427,23487,0
428,23543,0
429,23597,0
430,23652,0
431,23707,0
432,23763,0
433,23817,0
434,23872,0
435,23929,0
436,23982,0
437,24037,0
438,24094,0
439,24149,0
440,24202,0
441,24257,0
442,24312,0
443,24367,0
444,24423,0
445,24478,0
446,24532,0
447,24588,0
448,24644,0
449,24698,0
450,24753,0
451,24809,0
452,24862,0
453,24918,0
454,24972,0
455,25029,0
456,25083,0
457,25138,0
458,25194,0
459,25247,0
460,25303,0
461,25359,0
462,25413,0
463,25468,0
464,25523,0
465,25578,0
466,25633,0
467,25689,0
468,25744,0
469,25798,0
470,25853,0
471,25910,0
472,25965,0
473,26018,0
474,26073,0
475,26129,0
476,26183,0
477,26238,0
478,26294,0
479,26348,0
480,26403,0
481,26460,0
482,26514,0
483,26568,0
484,26625,0
485,26679,0
486,26734,0
487,26789,0
488,26845,0
489,26899,0
490,26954,0
491,27011,0
492,27064,0
493,27119,0
494,27174,0
495,27229,0
496,27284,0
497,27340,0
498,27395,0
499,27449,0
500,27505,0
501,27560,0
502,27615,0
503,27669,0
504,27725,0
505,27779,0
506,27834,0
507,27890,0
508,27946,0
509,27999,0
510,28054,0
511,28110,0
512,28165,0
513,28220,0
514,28276,0
515,28330,0
516,28385,0
517,28440,0
518,28495,0
519,28550,0
520,28605,0
521,28662,0
522,28715,0
523,28771,0
524,28826,0
525,28880,0
526,28936,0
527,28990,0
528,29045,0
529,29101,0
530,29156,0
531,29212,0
532,29265,0
533,29321,0
534,29377,0
535,29430,0
536,29486,0
537,29541,0
538,29596,0
539,29651,0
540,29706,0
541,29761,0
542,29816,0
543,29870,0
544,29928,0
545,29981,0
546,30036,0
547,30092,0
548,30146,0
549,30201,0
550,30256,0
551,30312,0
552,30366,0
553,30421,0
554,30478,0
555,30531,0
556,30585,0
557,30642,0
558,30696,0
559,30751,0
560,30807,0
561,30863,0
562,30916,0
563,30971,0
564,31028,0
565,31082,0
566,31136,0
567,31193,0
568,31247,0
569,31302,0
570,31358,0
571,31412,0
572,31467,0
573,31522,0
574,31578,0
575,31632,0
576,31687,0
577,31744,0
578,31797,0
579,31851,0
580,31908,0
581,31963,0
582,32017,0
583,32073,0
584,32128,0
585,32182,0
586,32238,0
587,32294,0
588,32347,0
589,32402,0
590,32459,0
591,32512,0
592,32567,0
593,32623,0
594,32678,0
595,32733,0
596,32787,0
597,32844,0
598,32898,0
599,32953,0
600,33009,0
601,33063,0
602,33117,0
603,33174,0
604,33228,0
605,33283,0
606,33338,0
607,33394,0
608,33448,0
609,33504,0
610,33559,0
611,33613,0
612,33668,0
613,33723,0
614,33779,0
615,33833,0
616,33888,0
617,33945,0
618,33998,0
619,34054,0
620,34110,0
621,34164,0
622,34219,0
623,34275,0
624,34329,0
625,34384,0
626,34439,0
627,34495,0
628,34548,0
629,34604,0
630,34660,0
631,34715,0
632,34768,0
633,34825,0
634,34879,0
635,34934,0
636,34989,0
637,35046,0
638,35099,0
639,35154,0
640,35211,0
641,35264,0
642,35319,0
643,35376,0
644,35429,0
645,35485,0
646,35540,0
647,35595,0
648,35649,0
649,35704,0
650,35760,0
651,35815,0
652,35870,0
653,35926,0
654,35980,0
655,36035,0
656,36090,0
657,36145,0
658,36200,0
659,36255,0
660,36311,0
661,36365,0
662,36421,0
663,36477,0
664,36530,0
665,36585,0
666,36642,0
667,36695,0
668,36750,0
669,36806,0
670,36861,0
671,36915,0
672,36970,0
673,37027,0
674,37080,0
675,37135,0
676,37192,0
677,37245,0
678,37300,0
679,37356,0
680,37411,0
681,37466,0
682,37520,0
683,37577,0
684,37631,0
685,37686,0
686,37742,0
687,37796,0
688,37851,0
689,37906,0
690,37962,0
691,38016,0
692,38071,0
693,38126,0
694,38182,0
695,38236,0
696,38292,0
697,38346,0
698,38402,0
699,38457,0
700,38512,0
701,38567,0
702,38621,0
703,38677,0
704,38731,0
705,38787,0
706,38842,0
707,38896,0
708,38952,0
709,39008,0
710,39062,0
711,39117,0
712,39172,0
713,39228,0
714,39282,0
715,39337,0
716,39393,0
717,39447,0
718,39502,0
719,39559,0
720,39612,0
721,39667,0
722,39722,0
723,39777,0
724,39831,0
725,39887,0
726,39943,0
727,39998,0
728,40052,0
729,40108,0
730,40163,0
731,40218,0
732,40273,0
733,40328,0
734,40382,0
735,40439,0
736,40493,0
737,40548,0
738,40602,0
739,40660,0
740,40712,0
741,40768,0
742,40823,0
743,40878,0
744,40933,0
745,40988,0
746,41043,0
747,41098,0
748,41153,0
749,41209,0
750,41264,0
751,41318,0
752,41374,0
753,41428,0
754,41483,0
755,41538,0
756,41594,0
757,41648,0
758,41703,0
759,41760,0
760,41814,0
761,41869,0
762,41925,0
763,41979,0
764,42034,0
765,42089,0
766,42144,0
767,42198,0
768,42253,0
769,42309,0
770,42364,0
771,42419,0
772,42474,0
773,42529,0
774,42584,0
775,42640,0
776,42694,0
777,42749,0
778,42805,0
779,42860,0
780,42914,0
781,42969,0
782,43026,0
783,43079,0
784,43135,0
785,43191,0
786,43245,0
787,43299,0
788,43355,0
789,43410,0
790,43464,0
791,43520,0
792,43576,0
793,43630,0
794,43684,0
795,43741,0
796,43794,0
797,43849,0
798,43905,0
799,43960,0
800,44015,0
801,44069,0
802,44126,0
803,44180,0
804,44235,0
805,44292,0
806,44345,0
807,44400,0
808,44456,0
809,44510,0
810,44565,0
811,44620,0
812,44677,0
813,44731,0
814,44786,0
815,44842,0
816,44895,0
817,44951,0
818,45006,0
819,45060,0
820,45115,0
821,45170,0
822,45226,0
823,45281,0
824,45336,0
825,45392,0
826,45446,0
827,45501,0
828,45557,0
829,45610,0
830,45666,0
831,45722,0
832,45776,0
833,45831,0
834,45886,0
835,45942,0
836,45997,0
837,46051,0
838,46108,0
839,46161,0
840,46217,0
841,46271,0
842,46326,0
843,46382,0
844,46436,0
845,46493,0
846,46547,0
847,46602,0
848,46658,0
849,46711,0
850,46767,0
851,46822,0
852,46877,0
853,46931,0
854,46987,0
855,47042,0
856,47097,0
857,47152,0
858,47208,0
859,47262,0
860,47317,0
861,47373,0
862,47427,0
863,47482,0
864,47538,0
865,47592,0
866,47647,0
867,47702,0
868,47759,0
869,47812,0
870,47867,0
871,47923,0
872,47977,0
873,48032,0
874,48088,0
875,48143,0
876,48197,0
877,48253,0
878,48309,0
879,48363,0
880,48418,0
881,48475,0
882,48528,0
883,48583,0
884,48638,0
885,48693,0
886,48748,0
887,48803,0
888,48860,0
889,48913,0
890,48968,0
891,49024,0
892,49078,0
893,49133,0
894,49189,0
895,49243,0
896,49297,0
897,49354,0
898,49409,0
899,49464,0
900,49518,0
901,49575,0
902,49628,0
903,49683,0
904,49740,0
905,49794,0
906,49849,0
907,49904,0
908,49959,0
909,50013,0
910,50069,0
911,50125,0
912,50178,0
913,50234,0
914,50290,0
915,50345,0
916,50399,0
917,50454,0
918,50509,0
919,50564,0
920,50619,0
921,50675,0
922,50729,0
923,50784,0
924,50842,0
925,50894,0
926,50949,0
927,51005,0
928,51060,0
929,51115,0
930,51169,0
931,51226,0
932,51279,0
933,51335,0
934,51391,0
935,51445,0
936,51499,0
937,51555,0
938,51610,0
939,51665,0
940,51719,0
941,51776,0
942,51830,0
943,51885,0
944,51941,0
945,51994,0
946,52051,0
947,52106,0
948,52160,0
949,52216,0
950,52270,0
951,52325,0
952,52380,0
953,52435,0
954,52491,0
955,52545,0
956,52601,0
957,52656,0
958,52711,0
959,52767,0
960,52820,0
961,52876,0
962,52931,0
963,52985,0
964,53043,0
965,53096,0
966,53151,0
967,53207,0
968,53261,0
969,53315,0
970,53371,0
971,53427,0
972,53480,0
973,53536,0
974,53592,0
975,53646,0
976,53701,0
977,53757,0
978,53811,0
979,53866,0
980,53922,0
981,53976,0
982,54031,0
983,54086,0
984,54142,0
985,54197,0
986,54251,0
987,54307,0
988,54361,0
989,54416,0
990,54473,0
991,54527,0
992,54582,0
993,54637,0
994,54692,0
995,54747,0
996,54802,0
997,54857,0
998,54912,0
999,54967,0
1000,55023,0
1001,55076,0
1002,55132,0
1003,55187,0
1004,55242,0
1005,55297,0
1006,55352,0
1007,55409,0
1008,55462,0
1009,55516,0
1010,55574,0
1011,55627,0
1012,55682,0
1013,55738,0
1014,55793,0
1015,55847,0
1016,55903,0
1017,55959,0
1018,56013,0
1019,56068,0
1020,56124,0
1021,56178,0
1022,56233,0
1023,56289,0
1024,56343,0
1025,56398,0
1026,56453,0
1027,56509,0
1028,56562,0
1029,56618,0
1030,56675,0
1031,56728,0
1032,56783,0
1033,56839,0
1034,56893,0
1035,56948,0
1036,57004,0
1037,57058,0
1038,57113,0
1039,57168,0
1040,57224,0
1041,57279,0
1042,57333,0
1043,57388,0
1044,57443,0
1045,57498,0
1046,57554,0
1047,57609,0
1048,57663,0
1049,57718,0
1050,57775,0
1051,57828,0
1052,57883,0
1053,57941,0
1054,57993,0
1055,58049,0
1056,58104,0
1057,58159,0
1058,58214,0
1059,58269,0
1060,58325,0
1061,58379,0
1062,58434,0
1063,58491,0
1064,58544,0
1065,58600,0
1066,58655,0
1067,58709,0
1068,58764,0
1069,58820,0
1070,58875,0
1071,58930,0
1072,58984,0
1073,59041,0
1074,59094,0
1075,59150,0
1076,59206,0
1077,59260,0
1078,59314,0
1079,59370,0
1080,59425,0
1081,59479,0
1082,59535,0
1083,59591,0
1084,59645,0
1085,59700,0
1086,59756,0
1087,59810,0
1088,59865,0
1089,59921,0
1090,59975,0
1091,60030,0
1092,60085,0
1093,60141,0
1094,60195,0
1095,60250,0
1096,60306,0
1097,60361,0
1098,60415,0
1099,60471,0
1100,60526,0
1101,60581,0
1102,60635,0
1103,60691,0
1104,60745,0
1105,60800,0
1106,60857,0
1107,60911,0
1108,60966,0
1109,61022,0
1110,61076,0
1111,61130,0
1112,61186,0
1113,61242,0
1114,61296,0
1115,61351,0
1116,61407,0
1117,61461,0
1118,61517,0
1119,61572,0
1120,61627,0
1121,61681,0
1122,61736,0
1123,61792,0
1124,61846,0
1125,61902,0
1126,61957,0
1127,62012,0
1128,62066,0
1129,62122,0
1130,62176,0
1131,62231,0
1132,62288,0
1133,62343,0
1134,62397,0
1135,62452,0
1136,62508,0
1137,62561,0
1138,62616,0
1139,62673,0
1140,62727,0
1141,62782,0
1142,62838,0
1143,62893,0
1144,62946,0
1145,63002,0
1146,63058,0
1147,63112,0
1148,63166,0
1149,63223,0
1150,63277,0
1151,63332,0
1152,63388,0
1153,63443,0
1154,63498,0
1155,63553,0
1156,63608,0
1157,63662,0
1158,63718,0
1159,63774,0
1160,63828,0
1161,63883,0
1162,63939,0
1163,63993,0
1164,64048,0
1165,64104,0
1166,64158,0
1167,64213,0
1168,64268,0
1169,64325,0
1170,64378,0
1171,64432,0
1172,64490,0
1173,64543,0
1174,64598,0
1175,64653,0
1176,64708,0
1177,64763,0
1178,64818,0
1179,64873,0
1180,64928,0
1181,64983,0
1182,65040,0
1183,65093,0
1184,65148,0
1185,65205,0
1186,65258,0
1187,65314,0
1188,65369,0
1189,65424,0
1190,65479,0
1191,65534,0
1192,65590,0
1193,65644,0
1194,65698,0
1195,65755,0
1196,65809,0
1197,65863,0
1198,65920,0
1199,65975,0
1200,66029,0
1201,66084,0
1202,66140,0
1203,66194,0
1204,66250,0
1205,66305,0
1206,66359,0
1207,66414,0
1208,66470,0
1209,66524,0
1210,66579,0
1211,66635,0
1212,66689,0
1213,66744,0
1214,66800,0
1215,66856,0
1216,66909,0
1217,66964,0
1218,67021,0
1219,67075,0
1220,67129,0
1221,67185,0
1222,67241,0
1223,67294,0
1224,67350,0
1225,67406,0
1226,67460,0
1227,67515,0
1228,67571,0
1229,67625,0
1230,67680,0
1231,67736,0
1232,67791,0
1233,67845,0
1234,67899,0
1235,67956,0
1236,68010,0
1237,68066,0
1238,68121,0
1239,68176,0
1240,68230,0
1241,68286,0
1242,68341,0
1243,68396,0
1244,68450,0
1245,68506,0
1246,68560,0
1247,68615,0
1248,68672,0
1249,68725,0
1250,68780,0
1251,68837,0
1252,68890,0
1253,68946,0
1254,69001,0
1255,69056,0
1256,69111,0
1257,69166,0
1258,69222,0
1259,69276,0
1260,69331,0
1261,69387,0
1262,69441,0
1263,69496,0
1264,69551,0
1265,69607,0
1266,69661,0
1267,69716,0
1268,69772,0
1269,69826,0
1270,69881,0
1271,69937,0
1272,69991,0
1273,70046,0
1274,70102,0
1275,70157,0
1276,70212,0
1277,70266,0
1278,70323,0
1279,70376,0
1280,70432,0
1281,70490,0
1282,70542,0
1283,70596,0
1284,70652,0
1285,70708,0
1286,70762,0
1287,70817,0
1288,70872,0
1289,70927,0
1290,70982,0
1291,71038,0
1292,71092,0
1293,71147,0
1294,71203,0
1295,71257,0
1296,71312,0
1297,71367,0
1298,71423,0
1299,71477,0
1300,71532,0
1301,71589,0
1302,71642,0
1303,71697,0
1304,71754,0
1305,71807,0
1306,71862,0
1307,71917,0
1308,71973,0
1309,72028,0
1310,72082,0
1311,72139,0
1312,72192,0
1313,72247,0
1314,72304,0
1315,72358,0
1316,72413,0
1317,72468,0
1318,72523,0
1319,72578,0
1320,72632,0
1321,72689,0
1322,72743,0
1323,72798,0
1324,72855,0
1325,72908,0
1326,72963,0
1327,73019,0
1328,73074,0
1329,73128,0
1330,73183,0
1331,73239,0
1332,73294,0
1333,73348,0
1334,73405,0
1335,73459,0
1336,73513,0
1337,73569,0
1338,73623,0
1339,73679,0
1340,73735,0
1341,73790,0
1342,73844,0
1343,73899,0
1344,73956,0
1345,74009,0
1346,74064,0
1347,74120,0
1348,74174,0
1349,74229,0
1350,74285,0
1351,74340,0
1352,74393,0
1353,74448,0
1354,74505,0
1355,74559,0
1356,74614,0
1357,74670,0
1358,74725,0
1359,74781,0
1360,74835,0
1361,74890,0
1362,74946,0
1363,74999,0
1364,75056,0
1365,75110,0
1366,75164,0
1367,75221,0
1368,75275,0
1369,75330,0
1370,75385,0
1371,75439,0
1372,75494,0
1373,75550,0
1374,75606,0
1375,75660,0
1376,75715,0
1377,75771,0
1378,75825,0
1379,75880,0
1380,75937,0
1381,75991,0
1382,76045,0
1383,76100,0
1384,76156,0
1385,76210,0
1386,76265,0
1387,76322,0
1388,76375,0
1389,76430,0
1390,76487,0
1391,76540,0
1392,76595,0
1393,76651,0
1394,76706,0
1395,76761,0
1396,76816,0
1397,76872,0
1398,76926,0
1399,76981,0
1400,77037,0
1401,77091,0
1402,77146,0
1403,77201,0
1404,77256,0
1405,77311,0
1406,77366,0
1407,77422,0
1408,77476,0
1409,77532,0
1410,77588,0
1411,77641,0
1412,77696,0
1413,77751,0
1414,77807,0
1415,77862,0
1416,77916,0
1417,77972,0
1418,78026,0
1419,78081,0
1420,78137,0
1421,78192,0
1422,78246,0
1423,78304,0
1424,78357,0
1425,78412,0
1426,78467,0
1427,78524,0
1428,78577,0
1429,78631,0
1430,78688,0
1431,78742,0
1432,78796,0
1433,78853,0
1434,78908,0
1435,78962,0
1436,79018,0
1437,79072,0
1438,79127,0
1439,79182,0
1440,79239,0
1441,79292,0
1442,79347,0
1443,79404,0
1444,79457,0
1445,79512,0
1446,79568,0
1447,79623,0
1448,79677,0
1449,79733,0
1450,79788,0
1451,79843,0
1452,79898,0
1453,79954,0
1454,80008,0
1455,80063,0
1456,80119,0
1457,80174,0
1458,80228,0
1459,80283,0
1460,80339,0
1461,80393,0
1462,80448,0
1463,80504,0
1464,80558,0
1465,80613,0
1466,80669,0
1467,80723,0
1468,80778,0
1469,80833,0
1470,80889,0
1471,80943,0
1472,80998,0
1473,81056,0
1474,81109,0
1475,81164,0
1476,81219,0
1477,81273,0
1478,81328,0
1479,81385,0
1480,81439,0
1481,81494,0
1482,81549,0
1483,81604,0
1484,81659,0
1485,81714,0
1486,81770,0
1487,81824,0
1488,81878,0
1489,81934,0
1490,81989,0
1491,82044,0
1492,82099,0
1493,82155,0
1494,82209,0
1495,82265,0
1496,82321,0
1497,82374,0
1498,82429,0
1499,82486,0
1500,82540,0
1501,82594,0
1502,82650,0
1503,82705,0
1504,82760,0
1505,82815,0
1506,82871,0
1507,82925,0
1508,82979,0
1509,83036,0
1510,83090,0
1511,83144,0
1512,83200,0
1513,83256,0
1514,83310,0
1515,83365,0
1516,83420,0
1517,83476,0
1518,83530,0
1519,83586,0
1520,83640,0
1521,83694,0
1522,83751,0
1523,83805,0
1524,83860,0
1525,83916,0
1526,83971,0
1527,84025,0
1528,84080,0
1529,84136,0
1530,84190,0
1531,84245,0
1532,84302,0
1533,84355,0
1534,84410,0
1535,84466,0
1536,84522,0
1537,84575,0
1538,84630,0
1539,84686,0
1540,84741,0
1541,84795,0
1542,84852,0
1543,84906,0
1544,84961,0
1545,85017,0
1546,85071,0
1547,85126,0
1548,85181,0
1549,85237,0
1550,85292,0
1551,85347,0
1552,85402,0
1553,85456,0
1554,85511,0
1555,85567,0
1556,85622,0
1557,85676,0
1558,85731,0
1559,85788,0
1560,85842,0
1561,85896,0
1562,85953,0
1563,86007,0
1564,86061,0
1565,86117,0
1566,86172,0
1567,86227,0
1568,86282,0
1569,86338,0
1570,86391,0
1571,86447,0
1572,86504,0
1573,86557,0
1574,86612,0
1575,86667,0
1576,86722,0
1577,86776,0
1578,86833,0
1579,86889,0
1580,86942,0
1581,86998,0
1582,87054,0
1583,87107,0
1584,87162,0
1585,87218,0
1586,87273,0
1587,87328,0
1588,87382,0
1589,87438,0
1590,87492,0
1591,87547,0
1592,87605,0
1593,87657,0
1594,87712,0
1595,87769,0
1596,87823,0
1597,87877,0
1598,87932,0
1599,87988,0
1600,88043,0
1601,88099,0
1602,88153,0
1603,88208,0
1604,88263,0
1605,88319,0
1606,88374,0
1607,88428,0
1608,88484,0
1609,88539,0
1610,88594,0
1611,88649,0
1612,88704,0
1613,88758,0
1614,88814,0
1615,88870,0
1616,88924,0
1617,88978,0
1618,89035,0
1619,89090,0
1620,89144,0
1621,89199,0
1622,89254,0
1623,89309,0
1624,89364,0
1625,89419,0
1626,89473,0
1627,89528,0
1628,89585,0
1629,89638,0
1630,89694,0
1631,89750,0
1632,89805,0
1633,89859,0
1634,89914,0
1635,89970,0
1636,90024,0
1637,90079,0
1638,90136,0
1639,90190,0
1640,90244,0
1641,90300,0
1642,90354,0
1643,90410,0
1644,90465,0
1645,90520,0
1646,90575,0
1647,90629,0
1648,90686,0
1649,90739,0
1650,90794,0
1651,90851,0
1652,90904,0
1653,90960,0
1654,91015,0
1655,91071,0
1656,91125,0
1657,91179,0
1658,91237,0
1659,91290,0
1660,91345,0
1661,91401,0
1662,91455,0
1663,91510,0
1664,91566,0
1665,91622,0
1666,91675,0
1667,91730,0
1668,91787,0
1669,91840,0
1670,91896,0
1671,91952,0
1672,92006,0
1673,92060,0
1674,92116,0
1675,92171,0
1676,92225,0
1677,92280,0
1678,92337,0
1679,92391,0
1680,92445,0
1681,92501,0
1682,92556,0
1683,92610,0
1684,92666,0
1685,92721,0
1686,92776,0
1687,92831,0
1688,92886,0
1689,92941,0
1690,92996,0
1691,93053,0
1692,93106,0
1693,93161,0
1694,93218,0
1695,93271,0
1696,93326,0
1697,93382,0
1698,93437,0
1699,93491,0
1700,93546,0
1701,93602,0
1702,93656,0
1703,93712,0
1704,93768,0
1705,93821,0
1706,93876,0
1707,93932,0
1708,93987,0
1709,94042,0
1710,94097,0
1711,94153,0
1712,94207,0
1713,94262,0
1714,94320,0
1715,94372,0
1716,94427,0
1717,94482,0
1718,94537,0
1719,94592,0
1720,94648,0
1721,94702,0
1722,94757,0
1723,94812,0
1724,94868,0
1725,94922,0
1726,94977,0
1727,95033,0
1728,95087,0
1729,95142,0
1730,95198,0
1731,95253,0
1732,95308,0
1733,95362,0
1734,95419,0
1735,95473,0
1736,95528,0
1737,95584,0
1738,95638,0
1739,95693,0
1740,95748,0
1741,95804,0
1742,95857,0
1743,95913,0
1744,95969,0
1745,96023,0
1746,96078,0
1747,96135,0
1748,96188,0
1749,96243,0
1750,96299,0
1751,96353,0
1752,96407,0
1753,96463,0
1754,96519,0
1755,96573,0
1756,96628,0
1757,96684,0
1758,96739,0
1759,96794,0
1760,96849,0
1761,96904,0
1762,96958,0
1763,97014,0
1764,97070,0
1765,97123,0
1766,97179,0
1767,97235,0
1768,97288,0
1769,97343,0
1770,97399,0
1771,97454,0
1772,97509,0
1773,97564,0
1774,97621,0
1775,97674,0
1776,97729,0
1777,97785,0
1778,97839,0
1779,97894,0
1780,97951,0
1781,98004,0
1782,98060,0
1783,98115,0
1784,98170,0
1785,98224,0
1786,98281,0
1787,98336,0
1788,98390,0
1789,98445,0
1790,98501,0
1791,98554,0
1792,98610,0
1793,98665,0
1794,98720,0
1795,98775,0
1796,98830,0
1797,98886,0
1798,98940,0
1799,98995,0
1800,99051,0
1801,99105,0
1802,99159,0
1803,99215,0
1804,99270,0
1805,99324,0
1806,99381,0
1807,99436,0
1808,99490,0
1809,99545,0
1810,99602,0
1811,99655,0
1812,99710,0
1813,99767,0
1814,99821,0
1815,99875,0
1816,99929,0
1817,99986,0
1818,100041,0
1819,100096,0
1820,100152,0
1821,100206,0
1822,100261,0
1823,100317,0
1824,100370,0
1825,100426,0
1826,100482,0
1827,100536,0
1828,100591,0
1829,100646,0
1830,100701,0
1831,100756,0
1832,100811,0
1833,100867,0
1834,100921,0
1835,100976,0
1836,101032,0
1837,101087,0
1838,101141,0
1839,101196,0
1840,101253,0
1841,101307,0
1842,101362,0
1843,101418,0
1844,101472,0
1845,101526,0
1846,101583,0
1847,101636,0
1848,101692,0
1849,101747,0
1850,101802,0
1851,101856,0
1852,101911,0
1853,101968,0
1854,102022,0
1855,102077,0
1856,102133,0
1857,102187,0
1858,102242,0
1859,102298,0
1860,102352,0
1861,102407,0
1862,102462,0
1863,102518,0
1864,102572,0
1865,102627,0
1866,102684,0
1867,102737,0
1868,102792,0
1869,102848,0
1870,102903,0
